리뷰ID,리뷰작성일,상품구매일,배송완료일,리뷰본문,회원등급,상품번호,상품명,상품가격,상품옵션,리뷰작성경로,리뷰별점,태그,포토개수,동영상개수,댓글개수,댓글내용
cd592320bcf6,2026-03-08 23:19:58,2026-03-02 23:40:30,2026-03-04 21:12:07,"진동이 너무 크고 충전잭을 꽂은 상태여야 사용 가능한 점, 끄지 않으면 계속 반복되는 거 알고 사셔야히니요. 드라마틱한 효과는 없어요",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 2개,기존리뷰,3,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
abe37f6c8f18,2026-03-09 11:28:58,2026-03-01 21:11:50,2026-03-03 21:06:01,목베개 플러스 경추 목 마사지베개로. 마사지를  하니 시원하기는 하나. 약간. 높은게. 험이라면. 험이예요. 그것. 말고는. 따뜻허고. 시원했어요,,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,모바일(팝업),5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
e5149ecf60b0,2026-03-09 11:38:14,2026-02-17 22:14:01,2026-02-19 13:57:00,"저는 다른분들의 평을 보고 많이 기대했었습니다.  그런데 가동해보니 귀옆에서 너무시끄러워서 바로 후회했습니다. '돈만 낭비했구나'하는 생각을 했습니다.  

자세히 읽어보니 수동으로 ""진동모드,에어리프드 모드.온열모드""를 선택할 수 있어서 요즘은 온열모드만 사용하고 있습니다..  목뒤가 따뜻해서 좋습니다


",,291,목베개 플러스 경추 목 마사지기 베개,99000,수량선택: 목베개 플러스 1개,반응형(내리뷰),4,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
255e5720c8a8,2026-03-06 08:19:29,,,배송이 아주 빨리와서 바로써봤는데요 좋아요,,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
c54e24d3c588,2026-03-06 07:39:18,,,"제품 잘 받았습니다.
판매 많이 하세요",,291,목베개 플러스 경추 목 마사지기 베개,99000,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
9f38ac4fb246,2026-03-06 01:00:28,,,여행앞두고 구매했어요~~많이걷고 무리한날 더욱 도움이될것같아요!! 엄마가 미리써봤는데 대만족이라고 하셨음요👍 저도 피로풀려 좋습니다,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
70d2b9ecf975,2026-03-05 23:54:14,,,부모님꺼 써보고 너무 좋아서 저도 구입했어요 종아리까지 다 풀려서 너무 조아요,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
e8aba142b631,2026-03-05 22:51:19,,,"엄마 사드렸는데 저도 종종 쓰는데
뜨끈하고 ems자극도 확실해서 좋아요.
근데 진동은 밤엔 못쓸거 같아요ㅠ 
층간소음만 아니었음 좋겠는데",,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
9e61a0130d3c,2026-03-05 20:44:39,,,"배터리 충전쪽에 문제가 있어서 교환을 진행했는데 즉시 물건을 보내서 말그대로 맞교환을 해주는 업체는 처음이었습니다;;
AS기간에 횟수제한없이 처리해준다는 말에 한번더 안심했습니다!",,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
3b25f0f417e0,2026-03-05 20:38:07,,,마사지하면 피로가 풀리고 좋아요. 충전을 자주 해야하지만 만족해요.,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
80f3872d0e04,2026-03-05 16:22:41,,,"진동모드는 진동이 넘커서 못쓰지만
허리찜질 전기 견인은 쓸만해요",,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
44ded28c4776,2026-03-05 16:16:17,,,"친구 선물해줬는데 좋다고 하네요.
잘만들어진 제품입니다.",,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
e3f6a04f1d05,2026-03-05 14:38:29,,,시원하고 사용하기 편해요,,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
0a2359afe70c,2026-03-05 12:51:51,,,선물용으로 샀어요~,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
0495e8899adf,2026-03-05 11:24:02,,,발다닥 자극을 주고 하고나면 발다닥 피로감이 줄어들어 좋아요,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
7dd140b41720,2026-03-05 09:59:49,,,쓰기 편하고 시원해요,,291,목베개 플러스 경추 목 마사지기 베개,99000,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
dfbcf1633ad1,2026-03-05 09:56:49,,,"마사지 하다 잠들기도해요 아들이
그게 가능한가 싶기도한대 좋대요
더 일찍 구매할걸 후회중입니다",,291,목베개 플러스 경추 목 마사지기 베개,99000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
3ea1e925b546,2026-03-05 09:21:27,,,배송 빠르고 물건도 깔끔합니다. 온열기능이 좋아요. 팔 저려서 샀는데 좋아지기를 기대해봅니다.,,291,목베개 플러스 경추 목 마사지기 베개,99000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
dd6e58742686,2026-03-05 07:11:04,,,아주아주 안안해졌네요~~  감사합니다,,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,0,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
시간 내어 소중한 후기를 작성해 주셔서 감사드립니다. :)

믿고 찾는 쇼핑몰이 되기 위해 더 좋은 상품과 서비스를 준비하겠습니다.
감사합니다. 💜"
1df763bb3c79,2026-03-05 06:52:09,,,"생각보다는 별로입니다
교환도 안되니 그냥 사용",,636,허리편한케어 V2 허리 마사지기,149000,,기타,3,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
568101b6281e,2026-03-05 05:39:58,,,"목과 어깨가 정말 시원해요.
매일 하고 있어요.
남편도 좋아합니다. 
온열기능과 목 펴주는 것이 제일 좋다고 하네요.",,291,목베개 플러스 경추 목 마사지기 베개,99000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
진심 어린 소중한 후기 감사합니다. 💜

앞으로도 좋은 상품과 서비스로 고객님들을 찾아뵐 수 있도록 노력하겠습니다.
감사합니다. :)"
979afc226d6d,2026-03-05 05:34:46,,,기대가컸는지 아쉬움이 많네요,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,2,,1,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
1a6b881b6935,2026-03-04 23:39:10,,,ㅇㅕ행갈때 쓸려구 샀어요.~,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
23c1073cdfd0,2026-03-04 20:37:47,,,하루 1회 사용 하는데 아직은 잘 모르겠어요,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,4,,0,0,1,"안녕하세요 고객님, 프리미엄 헬스테크 브랜드, 슬룸입니다.
고객님께 만족스러운 경험을 드리지 못해 대단히 죄송합니다.😥

슬룸의 모든 제품은 인체공학적으로 설계되어 편안한 사용이 가능하나 초기 사용 시 1~2주 이상의 적응 기간이 필요할 수 있습니다. 
다만 수령하신 날짜 기준으로 30일 동안 꾸준히 사용해보시고도 만족하지 못하셨을 경우에는, 슬룸에서 진행하는 <100%환불이벤트> 에 참여하여 왕복배송비 제외 전액 환불이 가능합니다.

※ 제품을 30일간 꾸준히 사용한 경우, 배송완료 후 40일이내 신청이 가능
※ 환불 서비스는 첫 구매 체험을 위한 서비스로 1회만 신청 가능

▶ <100% 환불 이벤트> 상세 환불 조건 : https://sleeplab.co.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=13709226&t=board 

슬룸을 믿고 편하게 사용 및 체험해보시고, 그럼에도 만족하시지 못하셨을 경우 슬룸 공식몰의 채널톡을 통해 이벤트 기간 내 문의 주시면 환불 접수 도움드리겠습니다."
f0934ac475aa,2026-03-04 20:30:08,,,아픈 발에 사용하기 좋네요~,,645,"발편한케어 프리미엄 발 마사지기 (데일리, 프로)",99900,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
ab2691d15477,2026-03-04 20:11:24,,,통증개선에 도움이 됩니다.,,636,허리편한케어 V2 허리 마사지기,149000,,기타,5,,1,0,1,"안녕하세요. 프리미엄 헬스테크 브랜드, 슬룸입니다.
정성스럽게 올려주신 소중한 후기 감사합니다. 💜

고객님의 목소리로 더 발전하는 슬룸이 되도록 노력하겠습니다.
감사합니다. 🙇‍♀️"
